revenu_mensuel,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,age_rh,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,tranche_distance_domicile_travail
7.955775781534187,Commercial,Représentant Commercial,1,1,1,0,25-34,4,3,1,3,2,3,3,Oui,13 %,1,0,2,3,Marketing,Occasionnel,0,0,5-9 km
8.146998697389993,Consulting,Consultant,6,17,5,4,35-44,3,3,1,1,2,3,4,Non,20 %,0,1,3,3,Transformation Digitale,Occasionnel,0,3,10-14 km
8.567696173589344,Consulting,Tech Lead,2,7,1,0,45-59,3,3,2,3,3,4,3,Non,14 %,0,0,2,4,Transformation Digitale,Aucun,0,0,5-9 km
9.143773127704069,Commercial,Cadre Commercial,1,8,8,7,35-44,1,3,2,2,3,3,3,Non,18 %,1,0,5,3,Marketing,Frequent,7,7,0-4 km
9.258844781035798,Consulting,Manager,6,20,4,3,45-59,4,2,3,4,4,3,3,Non,15 %,0,0,2,3,Entrepreunariat,Occasionnel,1,3,10-14 km
8.761080103868347,Commercial,Cadre Commercial,2,8,6,4,35-44,3,2,2,3,1,3,3,Oui,12 %,1,2,6,2,Marketing,Occasionnel,1,0,20-29 km
7.885329239273191,Consulting,Assistant de Direction,0,3,2,2,25-34,3,2,1,2,4,3,3,Oui,16 %,0,0,5,4,Infra & Cloud,Occasionnel,2,2,5-9 km
7.907283609426348,Commercial,Représentant Commercial,1,1,1,0,18-24,3,4,1,2,4,3,3,Non,15 %,1,0,0,3,Infra & Cloud,Occasionnel,0,0,10-14 km
7.697121317282625,Consulting,Assistant de Direction,9,6,3,2,25-34,4,3,1,4,4,3,3,Non,16 %,0,0,4,3,Infra & Cloud,Occasionnel,1,2,20-29 km
8.785845337961213,Consulting,Manager,9,10,1,1,35-44,3,2,2,2,3,3,3,Non,19 %,0,0,5,4,Infra & Cloud,Occasionnel,0,0,5-9 km
8.247220052745229,Consulting,Consultant,1,5,5,2,25-34,4,3,1,2,2,3,3,Non,11 %,0,1,2,2,Transformation Digitale,Occasionnel,0,4,0-4 km
8.566744970245486,Commercial,Cadre Commercial,1,7,7,5,25-34,2,3,2,4,4,3,3,Non,16 %,0,0,1,4,Infra & Cloud,Occasionnel,0,7,5-9 km
9.302554855963994,Consulting,Manager,8,26,5,2,45-59,2,2,3,3,3,3,4,Non,24 %,0,0,2,3,Autre,Occasionnel,0,0,5-9 km
8.504513138258863,Commercial,Cadre Commercial,4,18,7,7,45-59,3,3,2,4,3,2,3,Non,11 %,0,1,2,2,Infra & Cloud,Occasionnel,0,7,10-14 km
7.841492924460013,Consulting,Assistant de Direction,4,6,2,2,35-44,4,3,1,3,2,3,3,Non,13 %,0,1,3,3,Infra & Cloud,Occasionnel,2,2,0-4 km
8.576405051048084,Commercial,Cadre Commercial,8,9,5,2,25-34,1,4,2,4,2,2,3,Oui,13 %,1,0,3,3,Marketing,Aucun,0,4,15-19 km
9.720765915720834,Consulting,Senior Manager,2,30,5,4,45-59,3,3,4,4,3,3,3,Oui,13 %,0,0,2,3,Infra & Cloud,Occasionnel,1,2,0-4 km
8.357259153499912,Commercial,Cadre Commercial,1,5,5,2,18-24,4,3,2,3,4,4,3,Oui,12 %,0,1,2,4,Marketing,Occasionnel,0,3,10-14 km
7.814803429489359,Commercial,Représentant Commercial,1,1,1,0,25-34,3,3,1,2,1,3,3,Non,18 %,0,1,3,1,Entrepreunariat,Occasionnel,0,0,0-4 km
8.04012466444838,Consulting,Assistant de Direction,0,7,6,4,25-34,3,3,1,1,3,3,4,Non,22 %,1,0,2,1,Entrepreunariat,Frequent,0,4,0-4 km
7.716460800176355,Consulting,Assistant de Direction,1,2,2,1,18-24,1,3,1,2,4,3,3,Non,13 %,0,1,1,3,Transformation Digitale,Occasionnel,1,2,10-14 km
8.935508711503221,Commercial,Cadre Commercial,1,10,10,9,35-44,2,2,3,3,2,3,3,Non,13 %,0,2,2,2,Transformation Digitale,Occasionnel,9,0,0-4 km
7.734558844354756,Consulting,Assistant de Direction,9,3,1,0,25-34,3,3,1,4,3,3,4,Oui,23 %,1,0,4,3,Entrepreunariat,Frequent,0,0,0-4 km
8.017966703493599,Consulting,Consultant,1,18,18,7,35-44,4,3,1,1,3,2,3,Non,12 %,0,1,2,3,Infra & Cloud,Occasionnel,12,17,10-14 km
8.651024539049757,Commercial,Cadre Commercial,7,8,5,4,35-44,4,3,2,2,3,3,3,Non,12 %,0,2,5,2,Marketing,Occasionnel,1,3,0-4 km
7.854381210652365,Consulting,Consultant,3,8,5,2,35-44,2,3,1,1,2,3,3,Non,16 %,0,1,5,4,Infra & Cloud,Occasionnel,1,2,0-4 km
8.342363500380579,Consulting,Tech Lead,2,18,1,0,35-44,3,3,2,2,4,2,3,Oui,12 %,0,0,2,4,Infra & Cloud,Occasionnel,0,1,10-14 km
9.570598887246268,Consulting,Directeur Technique,1,25,25,10,35-44,1,2,4,2,3,3,3,Non,11 %,0,1,3,3,Infra & Cloud,Occasionnel,3,9,10-14 km
8.145839612936841,Consulting,Consultant,6,20,1,0,35-44,2,2,2,3,2,3,4,Non,22 %,0,1,3,3,Transformation Digitale,Occasionnel,0,0,0-4 km
9.873389104712095,Consulting,Directeur Technique,4,24,4,2,45-59,1,3,5,1,3,2,3,Non,11 %,0,1,4,2,Transformation Digitale,Occasionnel,1,2,5-9 km
8.785539527561276,Commercial,Cadre Commercial,9,6,3,2,25-34,3,3,2,3,1,3,3,Non,15 %,0,1,3,4,Marketing,Aucun,1,2,0-4 km
8.36799688505411,Consulting,Tech Lead,1,13,13,10,25-34,2,3,2,1,2,1,3,Non,12 %,0,1,5,2,Transformation Digitale,Occasionnel,3,12,5-9 km
7.7226775164680035,Consulting,Consultant,7,8,3,2,35-44,4,3,1,4,1,3,4,Non,20 %,0,1,1,3,Transformation Digitale,Frequent,1,2,20-29 km
8.416930769477844,Consulting,Manager,4,8,5,2,35-44,3,3,2,3,4,3,3,Oui,14 %,0,0,3,4,Autre,Occasionnel,0,2,5-9 km
8.409162447202533,Commercial,Cadre Commercial,1,5,5,4,25-34,2,2,2,4,2,3,3,Oui,11 %,0,0,3,2,Infra & Cloud,Occasionnel,1,3,0-4 km
8.400659375160286,Consulting,Assistant de Direction,3,15,13,11,35-44,2,3,2,3,1,3,3,Oui,15 %,0,2,2,5,Transformation Digitale,Aucun,10,7,20-29 km
7.704811922932594,Consulting,Consultant,1,4,4,2,25-34,4,2,1,1,3,3,3,Non,12 %,0,1,3,2,Infra & Cloud,Occasionnel,3,2,0-4 km
9.862561385923483,Consulting,Senior Manager,1,21,21,8,35-44,2,3,5,3,3,3,3,Oui,14 %,0,1,3,1,Infra & Cloud,Frequent,1,6,0-4 km
9.488956472414216,Commercial,Cadre Commercial,9,36,7,7,45-59,3,4,4,1,4,2,3,Non,11 %,0,3,0,3,Infra & Cloud,Frequent,7,7,5-9 km
8.791486026749002,Commercial,Cadre Commercial,0,6,5,4,25-34,2,3,2,3,2,3,3,Non,11 %,0,0,6,3,Entrepreunariat,Occasionnel,4,4,10-14 km
9.035153304082828,Commercial,Cadre Commercial,1,10,10,7,35-44,2,4,3,1,3,3,3,Non,16 %,0,1,2,3,Marketing,Occasionnel,0,7,0-4 km
8.424858580213442,Consulting,Consultant,1,10,10,0,25-34,3,3,2,1,4,3,3,Non,12 %,0,1,2,2,Transformation Digitale,Occasionnel,1,8,15-19 km
8.302017809751204,Consulting,Consultant,5,6,2,2,25-34,1,3,1,1,3,3,3,Non,13 %,1,1,5,3,Transformation Digitale,Occasionnel,0,2,0-4 km
8.98343977178426,Consulting,Tech Lead,2,28,5,4,45-59,4,2,3,3,3,3,3,Oui,14 %,0,0,4,3,Transformation Digitale,Occasionnel,0,4,0-4 km
7.884199933676039,Consulting,Assistant de Direction,3,8,2,2,45-59,1,3,1,4,4,2,4,Non,21 %,0,2,3,2,Infra & Cloud,Occasionnel,0,2,10-14 km
9.714503852868623,Consulting,Senior Manager,2,31,5,2,45-59,4,3,4,4,4,1,3,Non,13 %,0,0,2,2,Infra & Cloud,Occasionnel,1,4,0-4 km
8.424419791263883,Consulting,Assistant de Direction,2,19,5,4,35-44,1,3,2,3,2,3,3,Non,11 %,0,1,3,2,Infra & Cloud,Frequent,0,2,20-29 km
8.714731714015052,Consulting,Tech Lead,2,11,5,4,25-34,3,1,2,4,3,3,4,Non,20 %,0,0,2,3,Infra & Cloud,Occasionnel,0,2,0-4 km
9.881599752778099,Consulting,Senior Manager,5,33,29,8,,1,3,5,1,4,1,3,Non,11 %,0,0,5,3,Infra & Cloud,Occasionnel,11,10,5-9 km
8.478660241699453,Consulting,Tech Lead,2,19,10,7,45-59,3,3,2,3,3,2,3,Non,14 %,0,1,5,3,Transformation Digitale,Occasionnel,0,8,15-19 km
8.41715183723601,Consulting,Manager,0,7,6,5,35-44,4,2,2,4,4,4,3,Non,11 %,0,3,4,4,Entrepreunariat,Frequent,0,4,20-29 km
8.071843149609158,Commercial,Représentant Commercial,1,6,5,3,18-24,1,3,1,2,2,3,3,Oui,16 %,1,0,4,1,Entrepreunariat,Occasionnel,1,4,0-4 km
7.763021309018518,Commercial,Représentant Commercial,0,3,2,2,25-34,4,1,1,3,4,2,3,Non,16 %,1,1,3,2,Marketing,Frequent,1,0,5-9 km
7.440146680662688,Consulting,Consultant,1,1,1,0,35-44,4,3,1,4,3,3,4,Oui,23 %,0,1,3,2,Infra & Cloud,Frequent,0,0,0-4 km
9.800457652216584,Commercial,Senior Manager,0,21,20,15,35-44,3,3,5,3,4,3,3,Non,14 %,0,0,2,4,Infra & Cloud,Occasionnel,1,12,0-4 km
7.967973179662935,Consulting,Assistant de Direction,1,3,3,2,25-34,1,3,1,4,2,1,4,Non,22 %,0,2,3,3,Infra & Cloud,Occasionnel,0,2,20-29 km
7.6487397889562425,Consulting,Consultant,4,9,5,3,25-34,3,3,1,4,3,1,3,Non,15 %,0,1,3,3,Infra & Cloud,Aucun,1,4,0-4 km
9.387314322443542,Consulting,Directeur Technique,1,10,10,2,25-34,2,2,3,3,3,3,3,Non,18 %,0,0,2,4,Transformation Digitale,Occasionnel,0,7,0-4 km
7.842671474979457,Consulting,Assistant de Direction,5,6,2,2,25-34,3,2,1,2,2,4,3,Non,16 %,1,0,2,5,Entrepreunariat,Occasionnel,1,1,20-29 km
7.84971375760487,Ressources Humaines,Ressources Humaines,1,1,1,0,18-24,1,2,1,4,3,4,3,Non,12 %,1,0,3,2,Entrepreunariat,Occasionnel,0,0,0-4 km
9.037533407550814,Commercial,Cadre Commercial,0,10,9,8,25-34,3,3,3,1,3,3,3,Non,11 %,0,0,3,4,Autre,Aucun,7,8,20-29 km
9.555276687009526,Commercial,Senior Manager,3,32,1,0,45-59,1,2,4,4,3,2,3,Non,12 %,0,1,3,3,Marketing,Occasionnel,0,0,20-29 km
9.743729514150925,Consulting,Senior Manager,0,28,27,10,45-59,2,2,4,3,2,3,3,Non,15 %,0,1,2,4,Infra & Cloud,Occasionnel,15,7,20-29 km
7.84971375760487,Consulting,Consultant,0,12,11,7,25-34,3,3,1,4,3,2,3,Non,14 %,0,0,2,3,Transformation Digitale,Aucun,6,7,0-4 km
9.236690147298965,Commercial,Cadre Commercial,4,22,18,13,,3,2,3,1,4,4,3,Non,19 %,0,0,5,3,Marketing,Frequent,13,11,20-29 km
8.531293315795018,Consulting,Tech Lead,5,20,5,0,45-59,1,3,2,4,3,3,3,Non,13 %,0,3,2,2,Transformation Digitale,Occasionnel,0,4,0-4 km
9.790430830243832,Consulting,Directeur Technique,6,26,3,2,45-59,1,3,4,3,3,1,3,Non,13 %,0,0,2,3,Infra & Cloud,Occasionnel,0,1,0-4 km
8.350193650720067,Consulting,Consultant,0,6,5,4,35-44,4,1,1,3,3,3,3,Non,15 %,0,0,2,3,Infra & Cloud,Occasionnel,4,3,20-29 km
8.237743803890933,Consulting,Consultant,7,19,1,0,45-59,3,3,2,3,3,3,3,Non,11 %,0,0,3,4,Infra & Cloud,Occasionnel,0,0,5-9 km
7.926241523170962,Consulting,Assistant de Direction,3,14,7,3,25-34,4,2,1,3,3,3,3,Non,12 %,0,1,3,4,Infra & Cloud,Occasionnel,5,7,0-4 km
9.112948025967533,Commercial,Cadre Commercial,2,15,3,2,45-59,3,2,3,4,3,3,3,Oui,19 %,0,1,3,3,Marketing,Occasionnel,1,2,10-14 km
9.273221270015384,Consulting,Tech Lead,1,13,13,8,25-34,3,3,3,2,4,4,4,Non,25 %,0,1,6,1,Infra & Cloud,Occasionnel,0,8,5-9 km
9.518633568332074,Consulting,Senior Manager,7,15,7,6,25-34,2,3,3,3,4,4,3,Oui,12 %,1,0,2,1,Transformation Digitale,Occasionnel,7,7,15-19 km
8.134174272137903,Consulting,Consultant,7,8,4,3,25-34,1,1,1,4,1,3,3,Non,13 %,1,3,2,1,Transformation Digitale,Occasionnel,1,3,10-14 km
8.001019961323651,Commercial,Représentant Commercial,0,4,3,2,25-34,4,3,1,2,1,3,3,Non,14 %,0,0,3,1,Marketing,Occasionnel,1,2,5-9 km
8.94023623179847,Consulting,Manager,4,10,8,7,35-44,4,3,3,3,3,3,3,Oui,12 %,0,0,2,3,Infra & Cloud,Occasionnel,0,0,15-19 km
9.192685436737461,Consulting,Manager,3,12,1,0,25-34,1,3,3,3,1,3,3,Non,12 %,1,0,2,3,Infra & Cloud,Frequent,0,0,20-29 km
9.205428327615163,Ressources Humaines,Ressources Humaines,9,11,3,2,25-34,2,3,3,1,3,3,3,Oui,15 %,1,3,2,3,Ressources Humaines,Frequent,0,2,20-29 km
7.646831391430482,Consulting,Consultant,4,8,2,2,35-44,2,3,1,3,4,3,3,Non,17 %,0,1,4,2,Autre,Frequent,2,0,5-9 km
9.208438564686587,Commercial,Cadre Commercial,1,10,10,3,35-44,2,3,3,4,4,2,3,Non,14 %,0,0,3,4,Transformation Digitale,Aucun,9,7,10-14 km
8.267448958304849,Consulting,Consultant,5,4,2,2,18-24,3,2,1,3,3,3,3,Non,16 %,1,0,3,1,Entrepreunariat,Frequent,1,2,0-4 km
8.306965865368573,Commercial,Cadre Commercial,2,14,9,7,45-59,2,3,2,4,1,3,3,Non,14 %,0,1,2,5,Marketing,Occasionnel,6,7,0-4 km
9.731274729890462,Commercial,Senior Manager,3,37,10,9,45-59,1,3,4,2,4,3,4,Non,23 %,0,0,2,5,Infra & Cloud,Occasionnel,7,7,15-19 km
8.737292112544221,Commercial,Cadre Commercial,7,16,14,3,35-44,4,3,2,4,4,3,3,Non,14 %,0,0,3,2,Infra & Cloud,Aucun,1,10,10-14 km
8.45914025996762,Commercial,Cadre Commercial,9,15,11,9,35-44,2,3,2,3,3,3,3,Non,11 %,0,0,2,3,Marketing,Occasionnel,6,9,0-4 km
9.490846760678869,Consulting,Tech Lead,7,22,20,6,35-44,2,3,4,3,3,3,3,Non,15 %,0,0,3,3,Infra & Cloud,Occasionnel,5,13,5-9 km
8.231109840328154,Consulting,Consultant,1,8,8,3,35-44,3,3,1,3,1,3,3,Non,11 %,0,1,3,1,Infra & Cloud,Frequent,0,7,5-9 km
8.792245847467877,Commercial,Cadre Commercial,4,10,6,5,25-34,2,3,2,4,3,4,3,Oui,13 %,0,0,2,1,Infra & Cloud,Occasionnel,0,5,0-4 km
8.91018077801329,Consulting,Tech Lead,1,10,10,9,35-44,4,3,3,1,4,2,4,Oui,21 %,0,1,5,3,Transformation Digitale,Occasionnel,5,8,20-29 km
8.477620416296414,Commercial,Cadre Commercial,0,9,8,7,45-59,4,3,2,2,2,4,3,Non,19 %,0,1,3,3,Autre,Occasionnel,3,7,0-4 km
7.91644286012226,Ressources Humaines,Ressources Humaines,0,8,7,7,25-34,2,3,1,3,2,2,3,Oui,11 %,1,1,2,4,Infra & Cloud,Frequent,1,0,15-19 km
8.35772841676521,Consulting,Tech Lead,4,8,3,2,25-34,4,3,2,4,2,4,3,Non,12 %,0,2,2,3,Entrepreunariat,Occasionnel,1,2,15-19 km
9.691840166360345,Consulting,Directeur Technique,4,10,6,1,25-34,1,4,4,3,3,3,3,Non,19 %,0,1,2,5,Transformation Digitale,Occasionnel,0,5,0-4 km
9.355133116877724,Commercial,Senior Manager,9,10,5,4,25-34,3,2,3,4,3,2,4,Non,21 %,0,1,3,3,Infra & Cloud,Occasionnel,0,1,5-9 km
7.538494999413465,Commercial,Représentant Commercial,1,0,0,0,18-24,2,3,1,2,4,3,3,Oui,14 %,1,0,3,3,Marketing,Frequent,0,0,5-9 km
9.299541017434485,Commercial,Cadre Commercial,3,20,1,0,35-44,3,1,3,1,3,3,3,Non,15 %,0,1,2,3,Autre,Aucun,0,1,20-29 km
8.826441041782578,Consulting,Manager,2,10,8,7,35-44,1,2,2,3,1,3,3,Oui,17 %,0,0,3,4,Autre,Aucun,0,7,0-4 km
8.36799688505411,Commercial,Cadre Commercial,5,8,0,0,25-34,1,3,2,3,1,3,3,Non,12 %,0,2,5,2,Transformation Digitale,Occasionnel,0,0,20-29 km
8.48879371689454,Commercial,Cadre Commercial,1,5,5,4,35-44,1,3,2,3,4,3,3,Non,16 %,0,0,3,3,Transformation Digitale,Occasionnel,0,3,0-4 km
8.58260632996447,Commercial,Cadre Commercial,1,10,10,7,25-34,4,4,2,4,4,3,3,Non,12 %,0,0,3,4,Infra & Cloud,Occasionnel,5,7,20-29 km
7.75833346749091,Consulting,Consultant,1,1,1,0,25-34,3,1,1,4,2,1,3,Oui,18 %,1,0,3,3,Entrepreunariat,Occasionnel,0,0,20-29 km
8.921591063563978,Consulting,Tech Lead,4,12,6,5,35-44,2,3,3,4,4,4,3,Non,17 %,0,0,3,3,Entrepreunariat,Occasionnel,1,2,0-4 km
9.261793653565098,Consulting,Manager,5,28,2,2,45-59,1,3,3,3,4,2,3,Non,11 %,0,0,3,1,Transformation Digitale,Frequent,1,2,15-19 km
9.716916981452759,Commercial,Senior Manager,7,22,18,16,35-44,2,3,4,1,2,3,3,Non,16 %,0,1,2,5,Infra & Cloud,Occasionnel,11,8,0-4 km
9.086476384753796,Commercial,Cadre Commercial,1,9,9,5,35-44,1,3,3,2,4,3,3,Non,13 %,0,1,6,4,Transformation Digitale,Aucun,7,7,5-9 km
8.626585568187433,Consulting,Assistant de Direction,3,18,10,9,45-59,4,3,2,1,2,3,3,Oui,12 %,0,2,3,2,Entrepreunariat,Occasionnel,6,9,5-9 km
8.457018468380168,Commercial,Cadre Commercial,8,6,4,2,25-34,4,4,2,3,4,3,3,Non,12 %,1,0,2,4,Autre,Aucun,1,2,10-14 km
7.783640596221253,Commercial,Représentant Commercial,0,3,2,2,18-24,4,3,1,4,3,3,3,Non,13 %,0,2,3,3,Transformation Digitale,Frequent,2,1,20-29 km
9.192685436737461,Consulting,Manager,3,18,1,0,35-44,3,3,2,3,3,3,3,Non,19 %,0,1,4,3,Transformation Digitale,Occasionnel,0,0,10-14 km
8.771525284186465,Consulting,Tech Lead,6,8,6,5,35-44,2,3,2,2,2,2,3,Non,12 %,0,1,2,4,Infra & Cloud,Occasionnel,4,3,0-4 km
9.878323578872578,Consulting,Directeur Technique,1,31,31,9,45-59,4,2,5,3,3,3,3,Oui,17 %,0,1,5,4,Infra & Cloud,Occasionnel,0,9,15-19 km
7.9105906122564775,Consulting,Assistant de Direction,1,6,6,5,18-24,2,4,1,4,2,3,3,Oui,11 %,0,2,3,3,Transformation Digitale,Occasionnel,1,4,20-29 km
8.744009988096744,Commercial,Cadre Commercial,1,6,5,3,25-34,1,3,2,2,4,4,4,Non,20 %,0,2,5,2,Marketing,Occasionnel,1,4,20-29 km
7.662937850461535,Consulting,Consultant,1,1,1,0,18-24,4,2,1,2,4,3,4,Non,21 %,0,1,2,2,Autre,Occasionnel,0,0,15-19 km
9.809231816610408,Ressources Humaines,Senior Manager,1,32,32,5,45-59,1,3,5,2,3,3,3,Non,11 %,0,1,2,3,Transformation Digitale,Frequent,10,7,0-4 km
7.64826303090192,Commercial,Représentant Commercial,1,7,7,4,25-34,2,3,1,3,3,3,3,Non,11 %,0,0,1,1,Transformation Digitale,Occasionnel,0,6,10-14 km
7.967973179662935,Consulting,Consultant,1,6,6,3,18-24,1,3,1,3,4,3,3,Oui,16 %,1,1,4,3,Infra & Cloud,Frequent,1,2,5-9 km
7.617759576608505,Commercial,Représentant Commercial,1,1,1,0,25-34,2,2,1,1,3,4,3,Non,18 %,1,1,2,4,Infra & Cloud,Frequent,0,0,10-14 km
8.195057690895077,Consulting,Assistant de Direction,1,6,6,5,25-34,2,2,1,4,4,3,3,Oui,13 %,0,1,3,2,Infra & Cloud,Occasionnel,1,3,0-4 km
8.350902451694811,Commercial,Cadre Commercial,2,9,3,1,25-34,2,3,2,1,3,1,3,Non,17 %,1,0,2,4,Transformation Digitale,Occasionnel,1,2,10-14 km
8.211211361793023,Consulting,Consultant,4,9,3,2,35-44,1,2,2,4,4,3,3,Non,14 %,0,0,3,2,Autre,Occasionnel,0,2,20-29 km
8.605387202152153,Commercial,Cadre Commercial,4,13,7,7,25-34,1,4,2,4,4,4,4,Non,22 %,0,2,4,4,Transformation Digitale,Occasionnel,5,7,5-9 km
7.690743163541872,Consulting,Assistant de Direction,0,6,5,3,25-34,1,2,1,3,3,2,3,Non,12 %,0,2,5,4,Transformation Digitale,Occasionnel,0,3,5-9 km
9.169830828637973,Commercial,Cadre Commercial,4,17,3,0,35-44,4,3,2,3,3,2,3,Oui,11 %,0,1,3,3,Marketing,Occasionnel,1,0,0-4 km
7.950502434808851,Consulting,Assistant de Direction,1,1,1,0,18-24,4,2,1,2,4,4,3,Non,13 %,0,0,0,3,Infra & Cloud,Occasionnel,0,0,0-4 km
8.316300249036848,Consulting,Manager,1,10,10,2,35-44,3,3,2,4,2,3,3,Non,13 %,0,2,4,4,Infra & Cloud,Occasionnel,2,2,0-4 km
9.718843300372528,Consulting,Directeur Technique,4,21,1,0,35-44,2,2,4,4,3,2,3,Oui,14 %,0,1,3,4,Autre,Occasionnel,0,0,5-9 km
7.8709295967551425,Consulting,Assistant de Direction,3,8,0,0,35-44,3,3,1,1,4,2,3,Non,17 %,0,0,3,1,Infra & Cloud,Occasionnel,0,0,0-4 km
8.644706511715198,Consulting,Consultant,3,10,8,7,35-44,4,3,2,3,2,3,3,Oui,13 %,0,1,3,5,Transformation Digitale,Frequent,4,7,5-9 km
9.642317574624458,Consulting,Senior Manager,7,21,3,2,45-59,4,2,4,1,1,1,3,Non,11 %,0,1,3,4,Infra & Cloud,Occasionnel,0,2,0-4 km
8.697178688412643,Ressources Humaines,Ressources Humaines,4,10,2,2,35-44,1,2,2,3,2,4,3,Non,11 %,0,0,1,4,Infra & Cloud,Occasionnel,0,2,0-4 km
7.855544677915663,Commercial,Représentant Commercial,1,8,8,2,25-34,3,3,1,3,4,3,3,Oui,18 %,0,2,3,3,Entrepreunariat,Occasionnel,0,6,10-14 km
8.020270472819238,Commercial,Représentant Commercial,0,5,4,3,25-34,3,3,1,1,2,3,3,Non,11 %,1,1,3,1,Marketing,Occasionnel,0,2,0-4 km
8.145549631783584,Commercial,Représentant Commercial,1,3,3,2,18-24,3,3,1,3,3,3,3,Non,11 %,0,0,2,1,Entrepreunariat,Occasionnel,1,2,20-29 km
9.878887435667895,Consulting,Senior Manager,4,26,2,2,35-44,4,3,5,4,1,4,3,Oui,12 %,0,1,2,4,Autre,Occasionnel,0,1,0-4 km
7.928045600874777,Consulting,Assistant de Direction,0,3,2,2,18-24,1,3,1,3,4,3,4,Non,20 %,0,0,3,1,Transformation Digitale,Occasionnel,2,2,5-9 km
8.868554040531201,Commercial,Cadre Commercial,0,6,5,0,25-34,3,3,2,3,4,3,3,Non,12 %,0,0,3,4,Marketing,Occasionnel,1,2,5-9 km
8.751949058058614,Consulting,Assistant de Direction,1,6,6,4,25-34,1,3,2,4,4,2,3,Oui,12 %,0,1,2,4,Infra & Cloud,Occasionnel,0,5,5-9 km
7.642044402873258,Consulting,Assistant de Direction,1,1,1,0,25-34,3,3,1,3,3,3,4,Non,20 %,0,1,2,3,Transformation Digitale,Frequent,0,0,0-4 km
9.033841828485016,Commercial,Cadre Commercial,7,18,14,7,45-59,4,3,2,1,4,4,4,Non,20 %,0,0,2,1,Transformation Digitale,Occasionnel,8,10,0-4 km
7.898039690764619,Consulting,Assistant de Direction,1,10,10,9,25-34,2,3,1,4,4,2,3,Non,12 %,0,1,4,5,Infra & Cloud,Occasionnel,8,8,0-4 km
8.363342466597977,Commercial,Cadre Commercial,2,5,1,1,45-59,1,3,2,1,4,3,3,Non,14 %,1,2,4,4,Infra & Cloud,Frequent,0,0,20-29 km
7.886081401775745,Consulting,Consultant,1,3,3,2,25-34,3,3,1,4,3,3,3,Oui,13 %,0,1,2,3,Infra & Cloud,Occasionnel,0,2,5-9 km
9.152181457802651,Consulting,Tech Lead,1,10,10,7,35-44,3,3,3,3,3,3,3,Non,15 %,0,1,2,3,Autre,Occasionnel,7,8,0-4 km
8.62371303479391,Commercial,Cadre Commercial,1,6,6,0,25-34,2,3,2,3,1,2,3,Non,14 %,0,1,5,2,Transformation Digitale,Occasionnel,1,2,0-4 km
8.801920904041582,Consulting,Assistant de Direction,1,17,17,11,35-44,2,1,2,4,2,3,3,Non,13 %,0,0,3,4,Infra & Cloud,Occasionnel,11,8,5-9 km
8.952346543226227,Consulting,Manager,3,15,13,11,25-34,3,3,2,4,3,1,4,Non,23 %,0,1,2,3,Infra & Cloud,Frequent,4,7,5-9 km
9.280425979542871,Ressources Humaines,Ressources Humaines,2,16,9,7,45-59,3,3,3,2,3,4,3,Non,15 %,0,1,1,4,Transformation Digitale,Occasionnel,7,1,15-19 km
9.087946723762116,Consulting,Tech Lead,2,13,3,2,35-44,2,2,2,2,3,3,3,Oui,11 %,0,1,2,2,Transformation Digitale,Occasionnel,0,2,5-9 km
7.6236419465115715,Consulting,Assistant de Direction,0,5,4,2,25-34,1,2,1,4,4,3,3,Non,13 %,0,0,0,4,Transformation Digitale,Occasionnel,1,1,0-4 km
6.917705609835305,Consulting,Assistant de Direction,1,1,1,0,18-24,4,3,1,3,4,3,3,Oui,11 %,1,0,5,1,Transformation Digitale,Occasionnel,1,1,10-14 km
8.116417072794205,Consulting,Assistant de Direction,1,10,10,8,25-34,1,3,1,1,1,3,3,Oui,11 %,1,0,3,3,Infra & Cloud,Frequent,9,7,0-4 km
7.156176637480615,Consulting,Consultant,1,1,1,0,35-44,3,2,1,3,3,3,3,Non,18 %,0,2,3,3,Infra & Cloud,Aucun,0,0,0-4 km
7.944492163932159,Consulting,Assistant de Direction,2,5,3,2,18-24,1,4,1,1,1,4,3,Non,16 %,0,1,3,3,Transformation Digitale,Occasionnel,0,2,0-4 km
8.48714627006394,Commercial,Cadre Commercial,0,4,3,2,25-34,4,4,2,2,3,3,4,Non,22 %,0,1,4,3,Infra & Cloud,Occasionnel,1,2,5-9 km
8.301273485191347,Commercial,Cadre Commercial,0,8,7,7,35-44,4,2,2,4,1,3,4,Non,20 %,0,0,2,4,Marketing,Occasionnel,0,5,5-9 km
7.908754738783246,Consulting,Assistant de Direction,1,10,10,7,25-34,2,1,1,4,4,3,3,Non,18 %,0,1,5,4,Infra & Cloud,Frequent,2,8,0-4 km
9.002208578282412,Commercial,Cadre Commercial,3,12,2,2,45-59,2,4,2,2,4,3,3,Non,12 %,0,0,3,1,Marketing,Occasionnel,2,2,0-4 km
